Unnamed: 0,taxon,Kingdom,Phylum,Class,Order,Family,Genus,accession
3415,Pseudomonas humi,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3416,Pseudomonas humi,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3417,Pseudomonas humi,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3418,Pseudomonas humi,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3419,Pseudomonas humi,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3420,Mucilaginibacter endophyticus,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,
3421,Lacrimispora amygdalina,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,
3422,uncultured Thiodictyon sp.,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,
3423,Chryseobacterium viscerum,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
3424,Ascobolus immersus,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,
3425,Gordonia sp. X0973,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,
3426,Kocuria polaris,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,
3427,Vibrio splendidus,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
3428,Streptomyces autolyticus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3429,Streptomyces autolyticus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3430,Streptomyces sp. CB02488,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3431,Streptomyces sp. CB02488,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3432,Sulfitobacter litoralis,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,
3433,Selenomonas sp. oral taxon 920,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,
3434,Legionella steelei,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
3435,Pontibacter chinhatensis,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,
3436,Leptolyngbya sp. KIOST-1,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya,
3437,marine gamma proteobacterium HTCC2143,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,,
3438,Rufibacter sp. SYSU D00308,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,
3439,Paraphoma chrysanthemicola,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,
3440,Bifidobacterium commune,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
3441,Candidatus Obscuribacter sp.,Bacteria,Candidatus Melainabacteria,,Candidatus Obscuribacterales,,Obscuribacter,
3442,Wohlfahrtiimonas sp. G9077,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Ignatzschineriaceae,Wohlfahrtiimonas,
3443,Mesorhizobium sp. M4B.F.Ca.ET.203.01.1.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,
3444,Hydrogenophaga sp. BPS33,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,
3445,Aspergillus homomorphus,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,
3446,Thermus caldilimi,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,
3447,Ilyonectria europaea,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,
3448,Bacteroidales bacterium Bact_19,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,
3449,Trebonia kvetii,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Treboniaceae,Trebonia,
3450,Alphaproteobacteria bacterium UBA3002,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,
3451,Xanthomonadaceae bacterium NML07-0707,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
3452,Cellulomonas terrae,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,
3453,Streptomyces alanosinicus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3454,Streptomyces alanosinicus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3455,Crenothrix polyspora,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix,
3456,Acrocarpospora pleiomorpha,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Acrocarpospora,
3457,Desulfovibrio sp.,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
3458,Salinibacterium sp. SWN248,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Salinibacterium,
3459,Penicillium nordicum,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,
3460,Candidatus Methylacidithermus pantelleriae,Bacteria,Verrucomicrobiota,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Candidatus Methylacidithermus,
3461,Cupriavidus necator,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,
3462,Pisolithus microcarpus,Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Pisolithaceae,Pisolithus,
3463,Legionella taurinensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
3464,Streptomyces genisteinicus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3465,Streptomyces genisteinicus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3466,Flavobacterium fluviatile,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
3467,Rhexocercosporidium sp. MPI-PUGE-AT-0058,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,,Rhexocercosporidium,
3468,Actibacterium atlanticum,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Actibacterium,
3469,Actinomadura sp. WMMB 499,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,
3470,Allochromatium warmingii,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,
3471,Flavobacterium sp. BFFFF1,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
3472,Synechococcus sp. A18-25c,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,
3473,Pararhizobium arenae,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Pararhizobium,
3474,Microbacterium humi,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,
3475,Shewanella sp. NIFS-20-20,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
3476,Pseudomonas oryzagri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3477,Pseudomonas oryzagri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3478,Pseudomonas oryzagri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3479,Pseudomonas oryzagri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3480,Pseudomonas oryzagri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3481,Pseudomonas oryzagri,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3482,Nonomuraea longispora,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,
3483,Alteromonas halophila,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,
3484,Hanseniaspora osmophila,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,
3485,Acetobacter sp. UBA5411,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,
3486,Emericellopsis atlantica,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,,Emericellopsis,
3487,Legionella gratiana,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
3488,Arthrobacter ipis,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
3489,Weizmannia acidilactici,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Heyndrickxia,
3490,Microvirga lupini,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Microvirga,
3491,Micromonospora ureilytica,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,
3492,Methyloceanibacter caenitepidi,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,
3493,Dethiobacter sp.,Bacteria,Bacillota,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,
3494,Corynebacterium gottingense,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,
3495,Actinomadura formosensis,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,
3496,Microbacterium sp. Leaf288,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,
3497,Mycetohabitans endofungorum,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycetohabitans,
3498,Pseudomonas jessenii,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3499,Pseudomonas jessenii,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3500,Pseudomonas jessenii,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3501,Pseudomonas jessenii,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3502,Pseudomonas jessenii,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3503,Pseudomonas jessenii,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3504,Aquisphaera giovannonii,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Aquisphaera,
3505,Paenibacillus hemerocallicola,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
3506,Knoellia sp. Soil729,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Knoellia,
3507,Erythrobacter sp. QSSC1-22B,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,
3508,Candidatus Caccousia avicola,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Candidatus Caccousia,
3509,Microbacterium sp. 67-17,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,
3510,Pontimonas salivibrio,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Pontimonas,
3511,Halobaculum salinum,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halobaculum,
3512,Mesorhizobium sp. B2-3-10,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,
3513,Arthrobacter yangruifuii,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
3514,Cellulosimicrobium sp. TH-20,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,
3515,Flavobacterium selenitireducens,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
3516,Trematosphaeria pertusa,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Trematosphaeriaceae,Trematosphaeria,
3517,Leptospira sarikeiensis,Bacteria,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,
3518,Saccharospirillum sp. MSK14-1,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillum,
3519,Virgibacillus ihumii,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Virgibacillus,
3520,Dolichospermum sp. LEGE 00240,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,
3521,Sphingobium terrigena,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
3522,Novosphingobium sp. HII-3,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
3523,Nioella nitratireducens,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Nioella,
3524,Arthrobacter sp. Soil762,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
3525,Sphingomicrobium lutaoense,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium,
3526,Bacillus sp. ZZV12-4809,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,
3527,Xanthobacter sp. SG618,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Xanthobacter,
3528,Planococcus lenghuensis,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,
3529,Stenotrophomonas sp. UBA2124,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
3530,Ancylobacter pratisalsi,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Ancylobacter,
3531,Mycolicibacterium flavescens,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,
3532,Kocuria rhizophila,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,
3533,Enterobacter sp. R1(2018),Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,
3534,Pseudobutyrivibrio sp.,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Pseudobutyrivibrio,
3535,Fictibacillus barbaricus,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Fictibacillus,
3536,Erwinia sp. ErVv1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,
3537,Spirilliplanes yamanashiensis,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Spirilliplanes,
3538,Dyadobacter sp. UC 10,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Dyadobacter,
3539,Rhizobiales bacterium UBA3134,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,
3540,Hamadaea sp.,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Hamadaea,
3541,Variovorax sp. 38R,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,
3542,Isoalcanivorax indicus,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Isoalcanivorax,
3543,Lolliginicoccus lacisalsi,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Hoyosellaceae,Lolliginicoccus,
3544,Streptomyces globosus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3545,Streptomyces globosus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3546,Coniochaeta sp. 2T2.1,Eukaryota,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,
3547,Lutibacter citreus,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,
3548,uncultured Hungatella sp.,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,
3549,Bailinhaonella thermotolerans,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Bailinhaonella,
3550,Leptolyngbya sp. SIO1E4,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya,
3551,Corynebacterium rouxii,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,
3552,Algoriphagus faecimaris,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,
3553,Arthrobacter sp. EPSL27,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
3554,Streptomyces torulosus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3555,Streptomyces torulosus,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3556,Leucobacter muris,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leucobacter,
3557,Pleurotus eryngii,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,
3558,Chryseobacterium sp. BLS98,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
3559,Modestobacter altitudinis,Bacteria,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Modestobacter,
3560,Mongoliibacter ruber,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Mongoliibacter,
3561,Brachyspira hampsonii,Bacteria,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,
3562,Hypnocyclicus thermotrophus,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Hypnocyclicus,
3563,Gordonia sp. SID5947,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,
3564,Burkholderia territorii,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
3565,Sideroxydans sp.,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans,
3566,Devosia sp. 67-54,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,
3567,Polynucleobacter kasalickyi,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,
3568,Streptomyces sp. NRRL F-2580,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3569,Streptomyces sp. NRRL F-2580,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,
3570,Pacificoceanicola onchidii,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pacificoceanicola,
3571,Anatilimnocola aggregata,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Anatilimnocola,
3572,Microbacterium sp. BH-3-3-3,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,
3573,Litoribacter populi,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Litoribacter,
3574,uncultured Odoribacter sp.,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,
3575,Pseudomonas faucium,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3576,Pseudomonas faucium,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3577,Pseudomonas faucium,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3578,Pseudomonas faucium,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3579,Pseudomonas faucium,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3580,Pseudomonas faucium,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
3581,Shewanella atlantica,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
3582,Bacteroidetes bacterium 43-16,Bacteria,Bacteroidota,,,,,
3583,Paracidovorax anthurii,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paracidovorax,
3584,Halodesulfovibrio sp.,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,
3585,Arthrobacter globiformis,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,
3586,Ensifer sp. ENS10,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,
3587,Azospirillum sp. 47_25,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,
3588,Duffyella gerundensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Duffyella,
3589,Candidatus Limicola stercorigallinarum,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Candidatus Limicola,
3590,Enteroscipio rubneri,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Enteroscipio,
3591,Leptospira fluminis,Bacteria,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,
3592,Gluconobacter vitians,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,
3593,Diaporthe ampelina,Eukaryota,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,
3594,Acidobacteriaceae bacterium,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,,
3595,Parabacteroides faecis,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
3596,Collinsella provencensis,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,
3597,Wickerhamomyces anomalus,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,
3598,Halanaerobiales bacterium,Bacteria,Bacillota,Clostridia,Halanaerobiales,,,
3599,Roseobacter sp. SK209-2-6,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseobacter,
3600,Silvibacterium dinghuense,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Silvibacterium,
3601,Roseibium sediminis,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,
3602,Mycobacterium sp. 1164985.4,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,
