Row,Speciesofinterest,match_by,GEM_ID,Genomesource,Functional in COMETS
3215,Sphingomonas parva,No curated GEM at species or genus level,NA,GTDB,No
3216,Eleftheria terrae,No curated GEM at species or genus level,NA,JGI GOLD,No
3217,Desulfobacteraceae bacterium RAAP-1,No curated GEM at species or genus level,NA,GTDB,No
3218,Frigoribacterium sp. PvP032,No curated GEM at species or genus level,NA,GTDB,No
3219,Geodermatophilus sp. TF02-6,No curated GEM at species or genus level,NA,GTDB,No
3220,Paenibacillus azotifigens,No curated GEM at species or genus level,NA,JGI GOLD,No
3221,Luteitalea pratensis,No curated GEM at species or genus level,NA,JGI GOLD,No
3222,Aquabacterium lacunae,No curated GEM at species or genus level,NA,GTDB,No
3223,Rhodovulum imhoffii,No curated GEM at species or genus level,NA,GTDB,No
3224,Sphingopyxis sp. DBS4,Genus,iIG743,JGI GOLD,No
3225,Algoriphagus locisalis,No curated GEM at species or genus level,NA,GTDB,No
3226,Dyella sp. AtDHG13,No curated GEM at species or genus level,NA,GTDB,No
3227,Rhodopirellula baltica,No curated GEM at species or genus level,NA,GTDB,No
3228,Sphingopyxis sp. JAI108,Genus,iIG743,GTDB,No
3229,Mycobacterium ahvazicum,No curated GEM at species or genus level,NA,GTDB,No
3230,Trichoderma asperellum,Genus,Treesei,Mycocosm,No
3231,Rhodobacter sp. 24-YEA-8,No curated GEM at species or genus level,NA,GTDB,No
3232,Pseudomonas psychrotolerans,Genus,iJN746,GTDB,No
3233,Pseudomonas psychrotolerans,Genus,riPB890,GTDB,No
3234,Pseudomonas psychrotolerans,Genus,riJN746,GTDB,No
3235,Pseudomonas psychrotolerans,Genus,1YdBTEX2,GTDB,No
3236,Pseudomonas psychrotolerans,Genus,ec_iJN1463,GTDB,No
3237,Pseudomonas psychrotolerans,Genus,iJN1462,GTDB,No
3238,Nocardioides pantholopis,No curated GEM at species or genus level,NA,GTDB,No
3239,Phyllobacterium endophyticum,No curated GEM at species or genus level,NA,GTDB,No
3240,Novosphingobium mathurense,No curated GEM at species or genus level,NA,GTDB,No
3241,Penicillium freii,Genus,NA,Mycocosm,No
3242,Maritimibacter sp. 55A14,No curated GEM at species or genus level,NA,GTDB,No
3243,Alistipes sp. D31t1_170403_E11,No curated GEM at species or genus level,NA,GTDB,No
3244,Caulobacter soli,No curated GEM at species or genus level,NA,GTDB,No
3245,Streptomyces sp. NRRL F-2747,Genus,salb,GTDB,No
3246,Streptomyces sp. NRRL F-2747,Genus,sco,GTDB,No
3247,Edaphobacter dinghuensis,No curated GEM at species or genus level,NA,GTDB,No
3248,Cocleimonas flava,No curated GEM at species or genus level,NA,GTDB,No
3249,Croceicoccus sp. YJ47,No curated GEM at species or genus level,NA,GTDB,No
3250,Mesorhizobium sp. B2-5-3,No curated GEM at species or genus level,NA,JGI GOLD,No
3251,Synechococcus sp. CC9616,No curated GEM at species or genus level,NA,GTDB,No
3252,Isoptericola halotolerans,No curated GEM at species or genus level,NA,GTDB,No
3253,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-2,No curated GEM at species or genus level,NA,GTDB,No
3254,Bacillus sp. 1NLA3E,Genus,NA,GTDB,No
3255,Burkholderiaceae bacterium DAT-1,No curated GEM at species or genus level,NA,GTDB,No
3256,Amycolatopsis magusensis,No curated GEM at species or genus level,NA,GTDB,No
3257,Chryseotalea sanaruensis,No curated GEM at species or genus level,NA,GTDB,No
3258,Rubrivivax sp. A210,No curated GEM at species or genus level,NA,GTDB,No
3259,Amycolatopsis sp. WAC 01376,No curated GEM at species or genus level,NA,GTDB,No
3260,Agromyces aureus,No curated GEM at species or genus level,NA,GTDB,No
3261,Microbacterium sp. LCT-H2,No curated GEM at species or genus level,NA,GTDB,No
3262,Parapedobacter koreensis,No curated GEM at species or genus level,NA,GTDB,No
3263,Streptomyces tsukubensis,Genus,salb,JGI GOLD,No
3264,Streptomyces tsukubensis,Genus,sco,JGI GOLD,No
3265,Azonexus hydrophilus,No curated GEM at species or genus level,NA,GTDB,No
3266,Vibrio sp. JPW-9-11-11,No curated GEM at species or genus level,NA,GTDB,No
3267,Nocardia sp. SYP-A9097,No curated GEM at species or genus level,NA,GTDB,No
3268,Cryobacterium breve,No curated GEM at species or genus level,NA,GTDB,No
3269,Acidobacteriaceae bacterium KBS 146,No curated GEM at species or genus level,NA,GTDB,No
3270,Mycolicibacterium insubricum,No curated GEM at species or genus level,NA,GTDB,No
3271,Methylobacterium indicum,No curated GEM at species or genus level,NA,GTDB,No
3272,Thermotogota bacterium,No curated GEM at species or genus level,NA,GTDB,No
3273,Hymenobacter guriensis,No curated GEM at species or genus level,NA,GTDB,No
3274,Gonapodya prolifera,No curated GEM at species or genus level,NA,Mycocosm,No
3275,Piromyces finnis,No curated GEM at species or genus level,NA,Mycocosm,No
3276,Fibrobacter sp. UWT2,No curated GEM at species or genus level,NA,GTDB,No
3277,Thermus caldifontis,No curated GEM at species or genus level,NA,GTDB,No
3278,Gemmatimonas sp.,No curated GEM at species or genus level,NA,GTDB,No
3279,Sulfitobacter sp. SK012,No curated GEM at species or genus level,NA,GTDB,No
3280,Brucella grignonensis,No curated GEM at species or genus level,NA,GTDB,No
3281,Streptomyces sp. MnatMP-M17,Genus,salb,JGI GOLD,No
3282,Streptomyces sp. MnatMP-M17,Genus,sco,JGI GOLD,No
3283,Nocardiopsis sp. CNR-923,No curated GEM at species or genus level,NA,GTDB,No
3284,Agromyces tardus,No curated GEM at species or genus level,NA,GTDB,No
3285,Deinococcus roseus,No curated GEM at species or genus level,NA,GTDB,No
3286,Fischerella sp. PCC 9605,No curated GEM at species or genus level,NA,GTDB,No
3287,Pseudomonas sp. PDM25,Genus,iJN746,JGI GOLD,No
3288,Pseudomonas sp. PDM25,Genus,riPB890,JGI GOLD,No
3289,Pseudomonas sp. PDM25,Genus,riJN746,JGI GOLD,No
3290,Pseudomonas sp. PDM25,Genus,1YdBTEX2,JGI GOLD,No
3291,Pseudomonas sp. PDM25,Genus,ec_iJN1463,JGI GOLD,No
3292,Pseudomonas sp. PDM25,Genus,iJN1462,JGI GOLD,No
3293,Pseudomonas caricapapayae,Genus,iJN746,GTDB,No
3294,Pseudomonas caricapapayae,Genus,riPB890,GTDB,No
3295,Pseudomonas caricapapayae,Genus,riJN746,GTDB,No
3296,Pseudomonas caricapapayae,Genus,1YdBTEX2,GTDB,No
3297,Pseudomonas caricapapayae,Genus,ec_iJN1463,GTDB,No
3298,Pseudomonas caricapapayae,Genus,iJN1462,GTDB,No
3299,Phyllobacterium sophorae,No curated GEM at species or genus level,NA,GTDB,No
3300,Eubacterium sp. 1001713B170207_170306_E7,No curated GEM at species or genus level,NA,GTDB,No
3301,Halomonas stenophila,Genus,NA,GTDB,No
3302,Arthrobacter sp. B1805,Genus,NA,GTDB,No
3303,Blastococcus sp. TF02-8,No curated GEM at species or genus level,NA,GTDB,No
3304,Prevotella sp. P3-122,No curated GEM at species or genus level,NA,GTDB,No
3305,Flavobacterium micromati,No curated GEM at species or genus level,NA,GTDB,No
3306,Sphingomonas sp. PAMC 26605,No curated GEM at species or genus level,NA,GTDB,No
3307,Mycolicibacterium arabiense,No curated GEM at species or genus level,NA,GTDB,No
3308,Alphaproteobacteria bacterium UBA6178,No curated GEM at species or genus level,NA,GTDB,No
3309,Corynebacterium amycolatum,Genus,iCW773,GTDB,No
3310,Malikia granosa,No curated GEM at species or genus level,NA,GTDB,No
3311,Modestobacter sp. DSM 44400,No curated GEM at species or genus level,NA,GTDB,No
3312,Pseudomonas sp. QS1027,Genus,iJN746,GTDB,No
3313,Pseudomonas sp. QS1027,Genus,riPB890,GTDB,No
3314,Pseudomonas sp. QS1027,Genus,riJN746,GTDB,No
3315,Pseudomonas sp. QS1027,Genus,1YdBTEX2,GTDB,No
3316,Pseudomonas sp. QS1027,Genus,ec_iJN1463,GTDB,No
3317,Pseudomonas sp. QS1027,Genus,iJN1462,GTDB,No
3318,Allochromatium humboldtianum,No curated GEM at species or genus level,NA,GTDB,No
3319,Marichromatium gracile,No curated GEM at species or genus level,NA,GTDB,No
3320,Mariniblastus sp.,No curated GEM at species or genus level,NA,GTDB,No
3321,Bacteroides mediterraneensis,No curated GEM at species or genus level,NA,GTDB,No
3322,Armillaria borealis,No curated GEM at species or genus level,NA,Mycocosm,No
3323,Leucobacter soli,No curated GEM at species or genus level,NA,GTDB,No
3324,Sphingomonas sp. PP-CE-3G-477,No curated GEM at species or genus level,NA,GTDB,No
3325,Acholeplasmatales bacterium DTU067,No curated GEM at species or genus level,NA,GTDB,No
3326,Nitrosomonas sp. Nm51,Genus,NEU,GTDB,No
3327,Nitrosomonas sp. Nm51,Genus,NET,GTDB,No
3328,Nitrosomonas sp. Nm51,Genus,iFC578,GTDB,No
3329,Leifsonia sp. Leaf336,No curated GEM at species or genus level,NA,GTDB,No
3330,Halorhodospira abdelmalekii,No curated GEM at species or genus level,NA,GTDB,No
3331,Bifidobacterium callitrichidarum,No curated GEM at species or genus level,NA,GTDB,No
3332,Dietzia maris,No curated GEM at species or genus level,NA,JGI GOLD,No
3333,Sanguibacter inulinus,No curated GEM at species or genus level,NA,GTDB,No
3334,Elizabethkingia argenteiflava,No curated GEM at species or genus level,NA,GTDB,No
3335,Zhenpiania hominis,No curated GEM at species or genus level,NA,GTDB,No
3336,Tropicibacter sp. Alg240-R139,No curated GEM at species or genus level,NA,GTDB,No
3337,Pseudoalteromonas sp. T1lg75,No curated GEM at species or genus level,NA,GTDB,No
3338,Methyloprofundus sp.,No curated GEM at species or genus level,NA,GTDB,No
3339,Rhizobium deserti,Genus,iOR450,GTDB,No
3340,Pseudomonas reinekei,Genus,iJN746,GTDB,No
3341,Pseudomonas reinekei,Genus,riPB890,GTDB,No
3342,Pseudomonas reinekei,Genus,riJN746,GTDB,No
3343,Pseudomonas reinekei,Genus,1YdBTEX2,GTDB,No
3344,Pseudomonas reinekei,Genus,ec_iJN1463,GTDB,No
3345,Pseudomonas reinekei,Genus,iJN1462,GTDB,No
3346,Limihaloglobus sulfuriphilus,No curated GEM at species or genus level,NA,GTDB,No
3347,Tuber brumale,No curated GEM at species or genus level,NA,Mycocosm,No
3348,Sphingomonas lenta,No curated GEM at species or genus level,NA,GTDB,No
3349,Sphingobium sp. 66-54,No curated GEM at species or genus level,NA,GTDB,No
3350,Streptomyces spongiicola,Genus,salb,GTDB,No
3351,Streptomyces spongiicola,Genus,sco,GTDB,No
3352,Pseudomonas fragi,Genus,iJN746,JGI GOLD,No
3353,Pseudomonas fragi,Genus,riPB890,JGI GOLD,No
3354,Pseudomonas fragi,Genus,riJN746,JGI GOLD,No
3355,Pseudomonas fragi,Genus,1YdBTEX2,JGI GOLD,No
3356,Pseudomonas fragi,Genus,ec_iJN1463,JGI GOLD,No
3357,Pseudomonas fragi,Genus,iJN1462,JGI GOLD,No
3358,Thalassolituus sp. UBA2009,No curated GEM at species or genus level,NA,SMAG,No
3359,Streptomyces vilmorinianum,Genus,salb,GTDB,No
3360,Streptomyces vilmorinianum,Genus,sco,GTDB,No
3361,Cryptococcus wingfieldii,No curated GEM at species or genus level,NA,Mycocosm,No
3362,Clostridium jeddahense,Genus,ec_iHN637,GTDB,No
3363,Pontixanthobacter aquaemixtae,No curated GEM at species or genus level,NA,GTDB,No
3364,Actinomadura sp. KC216,No curated GEM at species or genus level,NA,GTDB,No
3365,Ramlibacter cellulosilyticus,No curated GEM at species or genus level,NA,GTDB,No
3366,Arthrobacter sp. Leaf69,Genus,NA,GTDB,No
3367,Rhodothermales bacterium,No curated GEM at species or genus level,NA,GTDB,No
3368,Maricaulis parjimensis,No curated GEM at species or genus level,NA,GTDB,No
3369,Ralstonia insidiosa,Genus,RehMBEL1391,GTDB,No
3370,Paucihalobacter ruber,No curated GEM at species or genus level,NA,GTDB,No
3371,Planococcus soli,No curated GEM at species or genus level,NA,JGI GOLD,No
3372,Bowmanella dokdonensis,No curated GEM at species or genus level,NA,GTDB,No
3373,Demequina sp. NBRC 110057,No curated GEM at species or genus level,NA,GTDB,No
3374,Pseudomonas anguilliseptica,Genus,iJN746,GTDB,No
3375,Pseudomonas anguilliseptica,Genus,riPB890,GTDB,No
3376,Pseudomonas anguilliseptica,Genus,riJN746,GTDB,No
3377,Pseudomonas anguilliseptica,Genus,1YdBTEX2,GTDB,No
3378,Pseudomonas anguilliseptica,Genus,ec_iJN1463,GTDB,No
3379,Pseudomonas anguilliseptica,Genus,iJN1462,GTDB,No
3380,Leeuwenhoekiella palythoae,No curated GEM at species or genus level,NA,GTDB,No
3381,Rhizobiales bacterium 63-22,No curated GEM at species or genus level,NA,GTDB,No
3382,Micromonospora endophytica,No curated GEM at species or genus level,NA,GTDB,No
3383,Actinoplanes ovalisporus,No curated GEM at species or genus level,NA,GTDB,No
3384,Microbispora sp. H11081,No curated GEM at species or genus level,NA,GTDB,No
3385,Sphingobium jiangsuense,No curated GEM at species or genus level,NA,GTDB,No
3386,Methylocystis sp. LW5,No curated GEM at species or genus level,NA,GTDB,No
3387,Streptomyces capillispiralis,Genus,salb,GTDB,No
3388,Streptomyces capillispiralis,Genus,sco,GTDB,No
3389,Streptomyces sp. NRRL S-87,Genus,salb,GTDB,No
3390,Streptomyces sp. NRRL S-87,Genus,sco,GTDB,No
3391,Herbidospora solisilvae,No curated GEM at species or genus level,NA,GTDB,No
3392,Caballeronia glebae,No curated GEM at species or genus level,NA,GTDB,No
3393,Paraburkholderia sp. BCC1885,No curated GEM at species or genus level,NA,GTDB,No
3394,Amycolatopsis sp. DSM 110486,No curated GEM at species or genus level,NA,JGI GOLD,No
3395,Synechococcus sp. CC9605,No curated GEM at species or genus level,NA,GTDB,No
3396,Methylobacterium sp. 77,No curated GEM at species or genus level,NA,GTDB,No
3397,Paenibacillus sp.,No curated GEM at species or genus level,NA,GTDB,No
3398,Adlercreutzia sp. ZJ141,No curated GEM at species or genus level,NA,GTDB,No
3399,Caballeronia grimmiae,No curated GEM at species or genus level,NA,GTDB,No
3400,Brachybacterium alimentarium,No curated GEM at species or genus level,NA,GTDB,No
3401,Eubacterium sp. 14-2,No curated GEM at species or genus level,NA,GTDB,No
3402,Pseudomonas benzenivorans,Genus,iJN746,GTDB,No
3403,Pseudomonas benzenivorans,Genus,riPB890,GTDB,No
3404,Pseudomonas benzenivorans,Genus,riJN746,GTDB,No
3405,Pseudomonas benzenivorans,Genus,1YdBTEX2,GTDB,No
3406,Pseudomonas benzenivorans,Genus,ec_iJN1463,GTDB,No
3407,Pseudomonas benzenivorans,Genus,iJN1462,GTDB,No
3408,Rarobacter faecitabidus,No curated GEM at species or genus level,NA,GTDB,No
3409,Parolsenella catena,No curated GEM at species or genus level,NA,GTDB,No
3410,Nocardia macrotermitis,No curated GEM at species or genus level,NA,GTDB,No
3411,Pantoea coffeiphila,No curated GEM at species or genus level,NA,GTDB,No
3412,Moorella humiferrea,No curated GEM at species or genus level,NA,GTDB,No
3413,Herbiconiux sp. SALV-R1,No curated GEM at species or genus level,NA,GTDB,No
3414,Pseudomonas humi,Genus,iJN746,JGI GOLD,No
3415,Pseudomonas humi,Genus,riPB890,JGI GOLD,No
3416,Pseudomonas humi,Genus,riJN746,JGI GOLD,No
3417,Pseudomonas humi,Genus,1YdBTEX2,JGI GOLD,No
3418,Pseudomonas humi,Genus,ec_iJN1463,JGI GOLD,No
3419,Pseudomonas humi,Genus,iJN1462,JGI GOLD,No
3420,Mucilaginibacter endophyticus,No curated GEM at species or genus level,NA,GTDB,No
3421,Lacrimispora amygdalina,No curated GEM at species or genus level,NA,GTDB,No
3422,uncultured Thiodictyon sp.,No curated GEM at species or genus level,NA,GTDB,No
3423,Chryseobacterium viscerum,No curated GEM at species or genus level,NA,GTDB,No
3424,Ascobolus immersus,No curated GEM at species or genus level,NA,Mycocosm,No
3425,Gordonia sp. X0973,No curated GEM at species or genus level,NA,GTDB,No
3426,Kocuria polaris,No curated GEM at species or genus level,NA,GTDB,No
3427,Vibrio splendidus,No curated GEM at species or genus level,NA,GTDB,No
3428,Streptomyces autolyticus,Genus,salb,JGI GOLD,No
3429,Streptomyces autolyticus,Genus,sco,JGI GOLD,No
3430,Streptomyces sp. CB02488,Genus,salb,GTDB,No
3431,Streptomyces sp. CB02488,Genus,sco,GTDB,No
3432,Sulfitobacter litoralis,No curated GEM at species or genus level,NA,GTDB,No
3433,Selenomonas sp. oral taxon 920,No curated GEM at species or genus level,NA,GTDB,No
3434,Legionella steelei,No curated GEM at species or genus level,NA,GTDB,No
3435,Pontibacter chinhatensis,No curated GEM at species or genus level,NA,GTDB,No
3436,Leptolyngbya sp. KIOST-1,No curated GEM at species or genus level,NA,GTDB,No
3437,marine gamma proteobacterium HTCC2143,No curated GEM at species or genus level,NA,GTDB,No
3438,Rufibacter sp. SYSU D00308,No curated GEM at species or genus level,NA,GTDB,No
3439,Paraphoma chrysanthemicola,No curated GEM at species or genus level,NA,Mycocosm,No
3440,Bifidobacterium commune,No curated GEM at species or genus level,NA,GTDB,No
3441,Candidatus Obscuribacter sp.,No curated GEM at species or genus level,NA,GTDB,No
3442,Wohlfahrtiimonas sp. G9077,No curated GEM at species or genus level,NA,GTDB,No
3443,Mesorhizobium sp. M4B.F.Ca.ET.203.01.1.1,No curated GEM at species or genus level,NA,GTDB,No
3444,Hydrogenophaga sp. BPS33,No curated GEM at species or genus level,NA,GTDB,No
3445,Aspergillus homomorphus,Genus,iJL1454,Mycocosm,No
3446,Thermus caldilimi,No curated GEM at species or genus level,NA,GTDB,No
3447,Ilyonectria europaea,No curated GEM at species or genus level,NA,Mycocosm,No
3448,Bacteroidales bacterium Bact_19,No curated GEM at species or genus level,NA,GTDB,No
3449,Trebonia kvetii,No curated GEM at species or genus level,NA,GTDB,No
3450,Alphaproteobacteria bacterium UBA3002,No curated GEM at species or genus level,NA,GTDB,No
3451,Xanthomonadaceae bacterium NML07-0707,No curated GEM at species or genus level,NA,GTDB,No
3452,Cellulomonas terrae,No curated GEM at species or genus level,NA,GTDB,No
3453,Streptomyces alanosinicus,Genus,salb,GTDB,No
3454,Streptomyces alanosinicus,Genus,sco,GTDB,No
3455,Crenothrix polyspora,No curated GEM at species or genus level,NA,GTDB,No
3456,Acrocarpospora pleiomorpha,No curated GEM at species or genus level,NA,GTDB,No
3457,Desulfovibrio sp.,No curated GEM at species or genus level,NA,GTDB,No
3458,Salinibacterium sp. SWN248,No curated GEM at species or genus level,NA,GTDB,No
3459,Penicillium nordicum,Genus,NA,Mycocosm,No
3460,Candidatus Methylacidithermus pantelleriae,No curated GEM at species or genus level,NA,GTDB,No
3461,Cupriavidus necator,No curated GEM at species or genus level,NA,JGI GOLD,No
3462,Pisolithus microcarpus,No curated GEM at species or genus level,NA,Mycocosm,No
3463,Legionella taurinensis,No curated GEM at species or genus level,NA,GTDB,No
