Additional File 3-1. Unique reactions involved in the in silico model of Rhodococcus jostii RHA1,,,,,,,,,,,
Name,ID,Definition,Equation,Directionality,Lower Bound,Upper Bound,EC No,ORF,Replaced Reaction,Reference,Note
,R06855,2-Chloro-3-oxoadipate <=> Chloroacetic acid + Succinate,C12836 <=> C06755 + C00042,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase",R06857,"3-Chloro-cis-1,2-dihydroxycyclohexa-3,5-diene + NAD+ <=> 3-Chlorocatechol + NADH + H+",C12837 + C00003 <=> C05618 + C00004 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R03892,"2-Maleylacetate <=> 3-Hydroxy-cis,cis-muconate",C02222 <=> C03676,-1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R06886,"4,4'-Dihydroxy-alpha-methylstilbene + Oxygen <=> 4-Hydroxybenzaldehyde + 4'-Hydroxyacetophenone",C13632 + C00007 <=> C00633 + C10700,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"(4-hydroxyphenyl)ethan-1-one,NADPH:oxygen oxidoreductase (ester-forming)",R06892,4'-Hydroxyacetophenone + NADPH + H+ + Oxygen <=> 4-Hydroxyphenyl acetate + NADP+ + H2O,C10700 + C00005 + C00080 + C00007 <=> C13636 + C00006 + C00001,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
aryl-ester hydrolase,R06893,4-Hydroxyphenyl acetate + H2O <=> p-Benzenediol + Acetate,C13636 + C00001 <=> C00530 + C00033,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R08122,"2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate <=> Catechol",C16482 <=> C00090,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R08123,"6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate <=> 3-Fluorocatechol",C16481 <=> C16472,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R08106,"1-Fluorocyclohexadiene-cis,cis-1,2-diol <=> Catechol + Hydrofluoric acid",C16484 <=> C00090 + C16487,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
5-fluoromuconolactone lyase (decyclizing),R08119,"2-Fluoro-cis,cis-muconate <=> 5-Fluoromuconolactone",C16475 <=> C16477,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R04293,"Pyridine-2,3-dicarboxylate + H2O <=> 2-Amino-3-carboxymuconate semialdehyde",C03722 + C00001 <=> C04409,-1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R01937,2-Oxoadipate + NH3 + NAD+ <=> 2-Aminomuconate + NADH + H+ + H2O,C00322 + C00014 + C00003 <=> C02220 + C00004 + C00080 + C00001,-1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
2-oxoadipate dehydrogenase complex,R01933,2-Oxoadipate + CoA + NAD+ <=> Glutaryl-CoA + CO2 + NADH + H+,C00322 + C00010 + C00003 <=> C00527 + C00011 + C00004 + C00080,1,-Inf,Inf,ec:1.8.1.4,"ro02140, ro02927, ro03318, ro03377, ro05562, ro06262, ro11024",,"(Kanehisa, Goto et al. 2004)",
,,,,,,,ec:2.3.1.61,"ro00543, ro01151, ro11029",,,
N-Formylanthranilate amidohydrolase,R00988,Formylanthranilate + H2O <=> Formate + Anthranilate,C05653 + C00001 <=> C00058 + C00108,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
Spermidine:(acceptor) oxidoreductase,R01914,"Spermidine + Oxygen + H2O <=> 1,3-Diaminopropane + 4-Aminobutanal + H2O2",C00315 + C00007 + C00001 <=> C00986 + C00555 + C00027,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
4-aminobutanal:NAD+ 1-oxidoreductase; 4-aminobutyraldehyde:NAD+ oxidoreductase,R02549,4-Aminobutanal + NAD+ + H2O <=> 4-Aminobutanoate + NADH + H+,C00555 + C00003 + C00001 <=> C00334 + C00004 + C00080,1,-Inf,Inf,ec:1.2.1.3,"ro00340, ro00395, ro00646, ro02498, ro03066, ro03790, ro03974, ro04375, ro04663, ro05244, ro06081, ro06111, ro06275, ro06678, ro07077, ro08090, ro08151, ro08917, ro10302, ro11056",,"(Kanehisa, Goto et al. 2004)",
hypotaurine:NAD+ oxidoreductase,R01681,Hypotaurine + NAD+ + H2O <=> Taurine + NADH + H+,C00519 + C00003 + C00001 <=> C00245 + C00004 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"acetyl-phosphate:sulfite S-acetyltransferase (acyl-phosphate hydrolysing, 2-oxoethyl-forming)",R05651,Sulfoacetaldehyde + Orthophosphate <=> Acetyl phosphate + Sulfite,C00593 + C00009 <=> C00227 + C00094,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R01650,Succinate semialdehyde + Cyanide + NH3 <=> gamma-Amino-gamma-cyanobutanoate + H2O,C00232 + C00177 + C00014 <=> C05715 + C00001,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R01410,Cyanide + Acetaldehyde + NH3 <=> alpha-Aminopropiononitrile + H2O,C00177 + C00084 + C00014 <=> C05714 + C00001,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
3-cyano-L-alanine carboxy-lyase (3-aminopropiononitrile-forming),R06614,3-Cyano-L-alanine <=> beta-Aminopropionitrile + CO2,C02512 <=> C05670 + C00011,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
3-Cyano-L-alanine aminohydrolase,R00486,3-Cyano-L-alanine + 2 H2O <=> L-Aspartate + NH3,C02512 + 2 C00001 <=> C00049 + C00014,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming),R00497,ATP + gamma-L-Glutamyl-L-cysteine + Glycine <=> ADP + Orthophosphate + Glutathione,C00002 + C00669 + C00037 <=> C00008 + C00009 + C00051,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
UDP-glucose:beta-D-glucosyltransferase (acceptor-unspecific),R03526,UDP-glucose + ROH <=> UDP + D-Glucoside,C00029 + C01335 <=> C00015 + C01798,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
CDP-diacylglycerol:myo-inositol 3-phosphatidyltransferase,R01802,CDP-diacylglycerol + myo-Inositol <=> CMP + 1-Phosphatidyl-D-myo-inositol,C00269 + C00137 <=> C00055 + C01194,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
2-Deoxy-5-keto-D-gluconic acid 6-phosphate Dihydroxyacetone phosphate-lyase,R05378,2-Deoxy-5-keto-D-gluconic acid 6-phosphate <=> 3-Oxopropanoate + Glycerone phosphate,C06893 <=> C00222 + C00111,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
Phosphatidylglycerophosphate phosphohydrolase,R02029,Phosphatidylglycerophosphate + H2O <=> Phosphatidylglycerol + Orthophosphate,C03892 + C00001 <=> C00344 + C00009,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
CDP-diacylglycerol:phosphatidylglycerol 3-phosphatidyltransferase,R02030,Phosphatidylglycerol + CDP-diacylglycerol <=> Cardiolipin + CMP,C00344 + C00269 <=> C05980 + C00055,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R07889,3-Hydroxy-OPC8-CoA <=> trans-2-Enoyl-OPC8-CoA + H2O,C16329 <=> C16328 + C00001,-1,-Inf,Inf,ec:4.2.1.17,"ro00085, ro00401, ro01505, ro01538, ro01540, ro01928, ro01936, ro02286, ro02289, ro02308, ro02669, ro02688, ro02697, ro02707, ro02860, ro02862, ro03070, ro03243, ro03948, ro03957, ro04094, ro04205, ro04249, ro04252, ro04398, ro04594, ro04652, ro04688, ro05033, ro05401, ro06025, ro06118, ro06453, ro06513, ro06681, ro06695, ro07067, ro07071, ro07072, ro08039, ro08049, ro08144, ro08870, ro08944, ro09031, ro10312, ro10316, ro10319, ro10427, ro11182",,"(Kanehisa, Goto et al. 2004)",
,R07890,3-Hydroxy-OPC8-CoA + NAD+ <=> 3-Oxo-OPC8-CoA + NADH + H+,C16329 + C00003 <=> C16330 + C00004 + C00080,1,-Inf,Inf,ec:1.1.1.35,ro04205,,"(Kanehisa, Goto et al. 2004)",
,R07893,3-Hydroxy-OPC6-CoA <=> trans-2-Enoyl-OPC6-CoA + H2O,C16333 <=> C16332 + C00001,-1,-Inf,Inf,ec:4.2.1.17,"ro00085, ro00401, ro01505, ro01538, ro01540, ro01928, ro01936, ro02286, ro02289, ro02308, ro02669, ro02688, ro02697, ro02707, ro02860, ro02862, ro03070, ro03243, ro03948, ro03957, ro04094, ro04205, ro04249, ro04252, ro04398, ro04594, ro04652, ro04688, ro05033, ro05401, ro06025, ro06118, ro06453, ro06513, ro06681, ro06695, ro07067, ro07071, ro07072, ro08039, ro08049, ro08144, ro08870, ro08944, ro09031, ro10312, ro10316, ro10319, ro10427, ro11182",,"(Kanehisa, Goto et al. 2004)",
,R07894,3-Hydroxy-OPC6-CoA + NAD+ <=> 3-Oxo-OPC6-CoA + NADH + H+,C16333 + C00003 <=> C16334 + C00004 + C00080,1,-Inf,Inf,ec:1.1.1.35,ro04205,,"(Kanehisa, Goto et al. 2004)",
,R07897,3-Hydroxy-OPC4-CoA <=> trans-2-Enoyl-OPC4-CoA + H2O,C16337 <=> C16336 + C00001,-1,-Inf,Inf,ec:4.2.1.17,"ro00085, ro00401, ro01505, ro01538, ro01540, ro01928, ro01936, ro02286, ro02289, ro02308, ro02669, ro02688, ro02697, ro02707, ro02860, ro02862, ro03070, ro03243, ro03948, ro03957, ro04094, ro04205, ro04249, ro04252, ro04398, ro04594, ro04652, ro04688, ro05033, ro05401, ro06025, ro06118, ro06453, ro06513, ro06681, ro06695, ro07067, ro07071, ro07072, ro08039, ro08049, ro08144, ro08870, ro08944, ro09031, ro10312, ro10316, ro10319, ro10427, ro11182",,"(Kanehisa, Goto et al. 2004)",
,R07898,3-Hydroxy-OPC4-CoA + NAD+ <=> 3-Oxo-OPC4-CoA + NADH + H+,C16337 + C00003 <=> C16338 + C00004 + C00080,1,-Inf,Inf,ec:1.1.1.35,ro04205,,"(Kanehisa, Goto et al. 2004)",
lactate racemase,R01450,(S)-Lactate <=> (R)-Lactate,C00186 <=> C00256,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R07664,(S)-Mandelate + FMN <=> alpha-Oxo-benzeneacetic acid + Reduced FMN,C01984 + C00061 <=> C02137 + C01847,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05138,"2-Hydroxy-2,4-pentadienoate + Acetate <=> 2-Hydroxy-6-keto-2,4-heptadienoate + H2O",C00596 + C00033 <=> C06210 + C00001,-1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05290,"Toluate + Oxygen + NADH + H+ <=> cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate + NAD+",C01454 + C00007 + C00004 + C00080 <=> C06729 + C00003,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)",R05292,"cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate + NAD+ <=> 4-Methylcatechol + CO2 + NADH + H+",C06729 + C00003 <=> C06730 + C00011 + C00004 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"2-Hydroxy-5-methyl-cis,cis-muconate 2-Oxo-5-methyl-cis-muconate isomerase",R05389,"2-Hydroxy-5-methyl-cis,cis-muconate <=> 2-Oxo-5-methyl-cis-muconate",C07478 <=> C07479,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05428,"o-Toluate + Oxygen + NADH + H+ <=> 1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate + NAD+",C07215 + C00007 + C00004 + C00080 <=> C06731 + C00003,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate:NAD+ oxidoreductase (decarboxylating)",R05314,"1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate + NAD+ <=> 2,3-Dihydroxytoluene + NADH + CO2 + H+",C06731 + C00003 <=> C02923 + C00004 + C00011 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05665,"m-Methylbenzoate + NADH + Oxygen + H+ <=> 1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate + NAD+",C07211 + C00004 + C00007 + C00080 <=> C06720 + C00003,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"1,6-dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate:NAD+ oxidoreductase (decarboxylating)",R05309,"1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate + NAD+ <=> 2,3-Dihydroxytoluene + CO2 + NADH + H+",C06720 + C00003 <=> C02923 + C00011 + C00004 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05298,Propanal + Pyruvate <=> 4-Hydroxy-2-oxohexanoic acid,C00479 + C00022 <=> C06762,-1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
3-Hydroxybenzyl-alcohol:NADP+ oxidoreductase,R04136,3-Hydroxybenzyl alcohol + NADP+ <=> 3-Hydroxybenzaldehyde + NADPH + H+,C03351 + C00006 <=> C03067 + C00005 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R01427,Benzoate <=> 3-Hydroxybenzoate,C00180 <=> C00587,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"3-hydroxybenzoate,NADH:oxygen oxidoreductase (6-hydroxylating)",R02589,"3-Hydroxybenzoate + Oxygen + NADH + H+ <=> 2,5-Dihydroxybenzoate + NAD+ + H2O",C00587 + C00007 + C00004 + C00080 <=> C00628 + C00003 + C00001,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"3-hydroxybenzoate,NADPH:oxygen oxidoreductase (4-hydroxylating)",R01628,"3-Hydroxybenzoate + Oxygen + NADPH + H+ <=> 3,4-Dihydroxybenzoate + NADP+ + H2O",C00587 + C00007 + C00005 + C00080 <=> C00230 + C00006 + C00001,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R06921,"1,2-Dihydroxy-8-carboxynaphthalene + Oxygen <=> 2-Carboxy-2-hydroxy-8-carboxychromene",C14093 + C00007 <=> C14094,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R06922,2-Carboxy-2-hydroxy-8-carboxychromene <=> 2-Hydroxy-3-carboxybenzalpyruvate,C14094 <=> C14095,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R06924,3-Formylsalicylic acid + Oxygen + H2O <=> 2-Hydroxyisophthalic acid + H2O2,C14096 + C00007 + C00001 <=> C14097 + C00027,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"1-hydroxy-2-naphthoate:oxygen 1,2-oxidoreductase (decyclizing)",R07657,1-Hydroxy-2-naphthoate + Oxygen <=> (3Z)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate,C03203 + C00007 <=> C16149,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
(3Z)-4-(2-carboxyphenyl)-2-oxobut-3-enoate 2-formylbenzoate-lyase (pyruvate-forming),R07713,(3Z)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate + H2O <=> 2-Carboxybenzaldehyde + Pyruvate,C16149 + C00001 <=> C03057 + C00022,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05533,"beta-1,2,3,4,5,6-Hexachlorocyclohexane <=> delta-3,4,5,6-Tetrachlorocyclohexene + 2 Cl-",C06988 <=> C06989 + 2 C00698,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05534,"delta-3,4,5,6-Tetrachlorocyclohexene <=> 5,6-Dichloro-1,3-cyclohexadiene + 2 Cl-",C06989 <=> C11352 + 2 C00698,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05536,"5,6-Dichloro-1,3-cyclohexadiene <=> Benzene + 2 Cl-",C11352 <=> C01407 + 2 C00698,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"benzene,NADH:oxygene 1,2-oxidoreductase",R03543,"Benzene + Oxygen + NADH + H+ <=> cis-1,2-Dihydrobenzene-1,2-diol + NAD+",C01407 + C00007 + C00004 + C00080 <=> C04091 + C00003,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase",R00812,"cis-1,2-Dihydrobenzene-1,2-diol + NAD+ <=> Catechol + NADH + H+",C04091 + C00003 <=> C00090 + C00004 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05535,"5,6-Dichloro-1,3-cyclohexadiene <=> Chlorobenzene + Cl-",C11352 <=> C06990 + C00698,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R07685,(Z)-4-(2-Hydroxy-5-sulfonatophenyl)-2-oxo-3-butenoate + 2 H2O <=> 5-Sulfosalicylate + Pyruvate,C16198 + 2 C00001 <=> C16199 + C00022,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R07686,"2 5-Sulfosalicylate + Oxygen + 2 H+ <=> 2 2,5-Dihydroxybenzoate + 2 HSO3-",2 C16199 + C00007 + 2 C00080 <=> 2 C00628 + 2 C11481,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R07692,4-(3-Hydroxy-2-naphthyl)-2-oxobut-3-enoic acid + 2 H2O <=> 3-Hydroxy-2-naphthoate + Pyruvate,C16210 + 2 C00001 <=> C16212 + C00022,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R07696,"3-Hydroxy-2-naphthoate <=> 2,3-Dihydroxynaphthalene",C16212 <=> C16213,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R07695,"2,3-Dihydroxynaphthalene <=> Salicylate",C16213 <=> C00805,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05402,"Tetrachlorohydroquinone + 2 Glutathione <=> 2,3,6-Trichlorohydroquinone + Glutathione disulfide + Hydrochloric acid",C03434 + 2 C00051 <=> C07099 + C00127 + C01327,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05403,"2,3,6-Trichlorohydroquinone + 2 Glutathione <=> 2,6-Dichlorohydroquinone + Glutathione disulfide + Hydrochloric acid",C07099 + 2 C00051 <=> C07097 + C00127 + C01327,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05408,"2,6-Dichlorohydroquinone + Oxygen + H2O <=> 2-Chloromaleylacetate + Hydrochloric acid",C07097 + C00007 + C00001 <=> C06329 + C01327,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05504,5-Chloro-2-hydroxymuconic semialdehyde + H+ <=> 2-Hydroxymuconate semialdehyde + Cl-,C07089 + C00080 <=> C00682 + C00698,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
2-hydroxymuconate-semialdehyde formylhydrolase,R02604,"2-Hydroxy-2,4-pentadienoate + Formate <=> 2-Hydroxymuconate semialdehyde + H2O",C00596 + C00058 <=> C00682 + C00001,-1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R07785,"2,6-Dibromohydroquinone <=> 2-Bromomaleylacetate",C16248 <=> C16249,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05538,"2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)-but-2-enoic acid + H2O <=> 2-Formyl-1-indanone + Pyruvate",C07718 + C00001 <=> C07719 + C00022,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05540,2 Indanone + 2 CO2 <=> 2 2-Formyl-1-indanone + Oxygen,2 C01504 + 2 C00011 <=> 2 C07719 + C00007,-1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05542,"Fluorene + Oxygen + 2 H+ <=> 1,2-Dihydroxyfluorene",C07715 + C00007 + 2 C00080 <=> C07724,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05423,"Fluorene + Oxygen + NADH + H+ <=> (+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene + NAD+",C07715 + C00007 + C00004 + C00080 <=> C07721 + C00003,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05544,"2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene)but-2-enoic acid + H2O <=> 1-Formyl-2-indanone + Pyruvate",C07725 + C00001 <=> C07726 + C00022,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
Dihydrocoumarin lactonohydrolase,R03692,Dihydrocoumarin + H2O <=> 3-(2-Hydroxyphenyl)propanoate,C02274 + C00001 <=> C01198,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05537,3-(2-Hydroxyphenyl)propanoate + ATP + CoA + FAD + NAD+ <=> Salicylate + AMP + Diphosphate + FADH2 + Acetyl-CoA + NADH + H+,C01198 + C00002 + C00010 + C00016 + C00003 <=> C00805 + C00020 + C00013 + C01352 + C00024 + C00004 + C00080,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R07803,3-Isochromanone <=> Catechol,C07728 <=> C00090,1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05592,2-Ketocyclohexane-1-carboxyl-CoA + H2O <=> 6-Carboxyhexanoyl-CoA,C09813 + C00001 <=> C01063,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
pimeloyl-CoA:NAD+ oxidoreductase,R05311,6-Carboxyhexanoyl-CoA + NAD+ <=> 6-Carboxyhex-2-enoyl-CoA + NADH + H+,C01063 + C00003 <=> C06723 + C00004 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
3-hydroxypimeloyl-CoA:NAD+ oxidoreductase,R05305,3-Hydroxypimeloyl-CoA + NAD+ <=> 3-Oxopimeloyl-CoA + NADH + H+,C06714 + C00003 <=> C06715 + C00004 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
3-hydroxy-5-oxohexanoyl-CoA:acetate CoA-transferase,R07832,3-Hydroxy-5-oxohexanoate + Acetyl-CoA <=> 3-Hydroxy-5-oxohexanoyl-CoA + Acetate,C16272 + C00024 <=> C16273 + C00033,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
trans-3-Chloroacrylic acid chlorohydrolase,R05371,trans-3-Chloroacrylic acid + H2O <=> Hydrochloric acid + 3-Oxopropanoate,C06614 + C00001 <=> C01327 + C00222,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
cis-3-Chloroacrylic acid chlorohydrolase,R05372,cis-3-Chloroacrylic acid + H2O <=> Hydrochloric acid + 3-Oxopropanoate,C06615 + C00001 <=> C01327 + C00222,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R05354,Styrene cis-glycol + NAD+ <=> 3-Vinylcatechol + NADH + H+,C07084 + C00003 <=> C07085 + C00004 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"2-hydroxy-6-oxoocta-2,4,7-trienoate formylhydrolase",R05362,"2-Hydroxy-6-oxoocta-2,4,7-trienoate + H2O <=> 2-Hydroxy-2,4-pentadienoate + Propenoate",C07087 + C00001 <=> C00596 + C00511,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
Acetoacetate hydro-lyase (3-butynoate-forming),R01367,Acetoacetate <=> 3-Butynoate + H2O,C00164 <=> C06144 + C00001,-1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
S-(hydroxymethyl)glutathione synthase,R06982,Glutathione + Formaldehyde <=> S-(Hydroxymethyl)glutathione,C00051 + C00067 <=> C14180,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
S-Formylglutathione hydrolase,R00527,S-Formylglutathione + H2O <=> Formate + Glutathione,C01031 + C00001 <=> C00058 + C00051,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase,R03471,ATP + 4-Amino-5-hydroxymethyl-2-methylpyrimidine <=> ADP + 4-Amino-2-methyl-5-phosphomethylpyrimidine,C00002 + C01279 <=> C00008 + C04556,1,-Inf,Inf,ec:2.7.1.49,ro02183,,"(Kanehisa, Goto et al. 2004)",
N-Isopropylammelide isopropylaminohydrolase,R05560,N-Isopropylammelide + H2O <=> Cyanuric acid + Isopropylamine,C06553 + C00001 <=> C06554 + C06748,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
biuret amidohydrolase,R05563,Biuret + H2O <=> Urea-1-carboxylate + NH3,C06555 + C00001 <=> C01010 + C00014,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R03166,Hydroxymethylbilane <=> Uroporphyrinogen I + H2O,C01024 <=> C05766 + C00001,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"cob(II)yrinic acid-a,c-diamide:FMN oxidoreductase",R05218,"2 Cob(II)yrinate a,c diamide + Reduced FMN <=> 2 Cob(I)yrinate a,c diamide + FMN + 2 H+",2 C06504 + C01847 <=> 2 C06505 + C00061 + 2 C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
,R06531,L-Threonine <=> L-Threonine O-3-phosphate,C00188 <=> C12147,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
L-threonine-O-3-phosphate carboxy-lyase,R06530,L-Threonine O-3-phosphate <=> D-1-Aminopropan-2-ol O-phosphate + CO2,C12147 <=> C04122 + C00011,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
L-Threonine:NAD+ oxidoreductase,R01465,L-Threonine + NAD+ <=> L-2-Amino-3-oxobutanoic acid + NADH + H+,C00188 + C00003 <=> C03508 + C00004 + C00080,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
"limonene-1,2-diol:(acceptor) 2-oxidoreductase",R06399,"Limonene-1,2-diol <=> (1S,4R)-1-Hydroxy-2-oxolimonene",C07276 <=> C11937,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
alpha-Pinene-oxide lyase (decyclizing),R04040,"alpha-Pinene-oxide <=> (Z)-2-Methyl-5-isopropylhexa-2,5-dienal",C02759 <=> C04435,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
Cystathionine L-homocysteine-lyase (deaminating),R01285,Cystathionine + H2O <=> L-Homocysteine + NH3 + Pyruvate,C00542 + C00001 <=> C00155 + C00014 + C00022,1,0,Inf,ec:4.4.1.8,ro08885,,"(Kanehisa, Goto et al. 2004)",
L-homocysteine hydrogen-sulfide-lyase (deaminating; 2-oxobutanoate-forming),R01283,L-Homocysteine + H2O <=> Hydrogen sulfide + NH3 + 2-Oxobutanoate,C00155 + C00001 <=> C00283 + C00014 + C00109,-1,0,Inf,,,,"(Kanehisa, Goto et al. 2004)",
epsilon-Caprolactone lactonohydrolase,R03751,6-Hexanolide + H2O <=> 6-Hydroxyhexanoic acid,C01880 + C00001 <=> C06103,1,-Inf,Inf,,,,"(Kanehisa, Goto et al. 2004)",
